year,month,severity_score,severity_score_normalized,airport
2015,8,23.72906403940887,51.78958123816078,SAN
2019,2,27.39549839228296,72.43573778335873,SAN
2022,3,26.47656940760389,67.26113220049002,SAN
2020,12,15.829195630585899,7.304420955073077,SAN
2018,5,30.1906577693041,88.17563450932043,SAN
2015,11,20.447916666666668,33.31302451148787,SAN
2015,9,22.77327935222672,46.4074365232017,SAN
2020,4,31.24229074889868,94.09751310719649,SAN
2015,10,21.844143272023235,41.175353491731286,SAN
2020,1,19.573643410852714,28.389880997772632,SAN
2019,4,27.304305283757337,71.92221783093211,SAN
2015,3,21.339641434262948,38.33443969995048,SAN
2020,8,27.061611374407583,70.55557766701557,SAN
2019,9,24.331683168316832,55.18300593232218,SAN
2022,1,15.204795204795206,3.7883430174830113,SAN
2018,9,25.816929133858267,63.54661421257255,SAN
2022,5,29.203791469194314,82.61846529251035,SAN
2019,12,20.109452736318406,31.407091220906686,SAN
2015,7,26.332404828226554,66.44932318180028,SAN
2018,7,28.853255587949466,80.64455331636468,SAN
2020,7,26.609421000981353,68.00923636114409,SAN
2020,2,20.71656050955414,34.82579204019336,SAN
2015,6,27.485632183908045,72.94329258805475,SAN
2020,10,22.582720588235293,45.33437597069451,SAN
2018,12,21.743542435424356,40.60885743013668,SAN
2022,6,26.289701636188642,66.20885609499611,SAN
2018,11,21.005050505050505,36.45031576965068,SAN
2018,6,28.75257731958763,80.07762122669872,SAN
2015,1,14.53204476093591,0.0,SAN
2022,9,24.250248262164845,54.72443565427003,SAN
2019,7,26.941233140655108,69.87771257535238,SAN
2015,5,29.131255901794145,82.21000831892108,SAN
2018,2,24.402823018458196,55.583603445126194,SAN
2019,11,25.294401544401545,60.60419512830567,SAN
2020,5,25.610795454545453,62.38584933783974,SAN
2022,4,26.377649325626205,66.7041006811955,SAN
2022,12,20.14945652173913,31.63235760691175,SAN
2018,4,26.835748792270532,69.28371683992923,SAN
2022,8,24.456947162426616,55.88838335980566,SAN
2015,2,44.99609069585614,87.44168165074198,DEN
2019,10,41.316205533596836,62.85277231179486,DEN
2017,3,35.75,25.65951295923192,DEN
2017,8,35.16984258492129,21.782914246860727,DEN
2019,5,39.21195652173913,48.79222805628578,DEN
2018,10,38.419585987261144,43.49762608474756,DEN
2017,10,37.2914946325351,35.95974519327474,DEN
2015,12,40.82910321489002,59.59796564654576,DEN
2023,8,32.73593073593074,5.519570377435714,DEN
2023,9,33.16033364226136,8.355420988747246,DEN
2019,3,40.028524857375714,54.24851918730995,DEN
2023,7,35.355431309904155,23.023013905332864,DEN
2018,1,35.709793351302785,25.390853042944826,DEN
2018,3,34.74031690140845,18.912833354400973,DEN
2018,8,34.17553191489362,15.13895286165068,DEN
2019,8,33.48245614035088,10.507836227894389,DEN
2023,6,34.944,20.27383920765663,DEN
2019,6,34.3183817062445,16.09347193323438,DEN
2017,7,33.42986425339367,10.156418429964786,DEN
2019,1,39.296394019349165,49.356437503589824,DEN
2015,4,38.56637863315004,44.47849122108516,DEN
2015,8,33.15529622980252,8.321761112747948,DEN
2019,2,46.87552213868003,100.0,DEN
2023,3,38.23741007194245,42.28033074318292,DEN
2018,5,36.49129447388342,30.612825850276305,DEN
2015,11,41.31965944272446,62.87585125438662,DEN
2015,9,32.422928709055874,3.4280979204508295,DEN
2023,2,39.56200787401575,51.13126326678158,DEN
2023,11,35.96491228070175,27.0955519531111,DEN
2017,12,39.109947643979055,48.110607044647935,DEN
2023,4,35.80454928390901,26.02401003927658,DEN
2017,9,34.734042553191486,18.870908301671026,DEN
2023,5,39.05112316034082,47.717543176806245,DEN
2015,10,34.0,13.966052580501412,DEN
2019,4,36.875,33.176737488415824,DEN
2017,4,38.7,45.37134616909195,DEN
2015,3,37.26754385964912,35.799706671113526,DEN
2019,9,33.4392523364486,10.219149388384816,DEN
2023,10,36.36992221261884,29.801819148462407,DEN
2018,9,33.2876064333018,9.20585489693115,DEN
2015,7,34.3259385665529,16.143966702722295,DEN
2019,12,37.175639894086494,35.185606453996485,DEN
2018,7,35.65865782932892,25.049166642860747,DEN
2015,6,34.73770491803279,18.895380140622024,DEN
2018,12,35.11882998171846,21.44204918722177,DEN
2018,11,37.49338040600176,37.30874136073862,DEN
2018,6,34.611063094209165,18.049162341095318,DEN
2017,2,37.4567000911577,37.06364432741954,DEN
2017,11,34.468468468468465,17.096348280341733,DEN
2015,1,39.269893355209184,49.17936066580073,DEN
2017,5,37.8125,39.441091262735746,DEN
2015,5,36.97098372257608,33.81809854952808,DEN
2023,12,34.47989510489511,17.172700806237216,DEN
2019,7,33.305383936451896,9.32464377048455,DEN
2018,2,46.10612244897959,94.85888869318876,DEN
2019,11,42.56978653530378,71.22917218321739,DEN
2017,6,33.31814038286235,9.40988205658402,DEN
2017,1,39.88054607508533,53.259728314392554,DEN
2023,1,42.19114219114219,68.6990792483123,DEN
2018,4,36.209122203098104,28.727357125473723,DEN
2022,10,32.94306703397613,6.903650431258969,DEN
2024,7,33.33948339483395,9.552495579356945,DEN
2020,6,33.71177015755329,12.040107299005209,DEN
2021,8,33.77504553734062,12.462911954143634,DEN
2016,7,33.517179023508135,10.739853746999922,DEN
2016,11,34.5793499043977,17.837255524784748,DEN
2024,12,31.90989226248776,0.0,DEN
2021,6,33.06255835667601,7.702088744169335,DEN
2021,5,35.31947652040031,22.78276481591067,DEN
2021,10,32.17575187969925,1.776467942952581,DEN
2020,11,34.805258033106135,19.346768526090585,DEN
2020,3,37.7710355987055,39.164027072070034,DEN
2024,3,38.04459691252144,40.991957577361546,DEN
2020,9,34.38920454545455,16.566708541355446,DEN
2016,5,36.46708961141951,30.451089507308097,DEN
2024,5,33.97912885662432,13.82659207300295,DEN
2022,2,42.70135746606335,72.10832616369154,DEN
2022,7,33.29564489112228,9.2595676900911,DEN
2021,11,32.252906976744185,2.2920165545594817,DEN
2016,2,38.183098591549296,41.91742266084719,DEN
2021,9,32.688588007736946,5.203227339518517,DEN
2024,9,33.765609990393855,12.399863843073001,DEN
2024,10,32.56314312441534,4.365007469326705,DEN
2022,11,38.01959114139694,40.82486958085641,DEN
2016,9,32.79208831646734,5.894814059132955,DEN
2022,3,39.0325271059216,47.59328476220518,DEN
2024,2,39.75498338870432,52.42072128682496,DEN
2020,12,37.4675885911841,37.13640103807238,DEN
2021,12,35.49342105263158,23.945058242049654,DEN
2016,10,33.66087751371115,11.700043805098407,DEN
2021,7,32.92201834862385,6.763003592292562,DEN
2020,4,38.66179001721171,45.11602792920229,DEN
2021,3,40.007861635220124,54.11044800469663,DEN
2016,6,33.84649910233393,12.940363057668403,DEN
2021,2,44.078590785907856,81.31096802533109,DEN
2024,1,37.180385288966725,35.21731507514701,DEN
2016,12,38.48695652173913,43.9477944708117,DEN
2016,1,37.129391602399316,34.876576416037636,DEN
2016,4,39.93371996685998,53.61503505533531,DEN
2020,1,33.969216417910445,13.760357381941635,DEN
2024,11,39.383145091225025,49.93610620175711,DEN
2020,8,32.878787878787875,6.474138571617768,DEN
2022,1,40.916666666666664,60.183062648817234,DEN
2024,6,33.443308550185876,10.24625291674169,DEN
2022,5,36.098673300165835,27.989340056723584,DEN
2021,1,35.333333333333336,22.875355726200866,DEN
2020,7,33.71530886302596,12.063752848854739,DEN
2020,2,45.47716150081566,90.65618587768951,DEN
2020,10,37.1875,35.26485541318913,DEN
2022,6,32.99442896935933,7.246849720618072,DEN
2016,8,33.05506993006993,7.652051247130961,DEN
2022,9,34.329990884229716,16.17104419769137,DEN
2024,4,38.22167080231596,42.17516129988722,DEN
2020,5,34.375,16.471794090229377,DEN
2024,8,34.97404844290657,20.47462222283978,DEN
2022,4,33.44168260038241,10.235388356967597,DEN
2021,4,38.00865800865801,40.75181463542895,DEN
2022,12,38.992805755395686,47.3278675973112,DEN
2022,8,33.70036101083033,11.963871638913739,DEN
2016,3,38.23432343234323,42.25970588726471,DEN
2022,10,33.883363471971066,42.380070054496564,SEA
2024,7,31.207373271889402,19.75294444543271,SEA
2019,10,33.40613382899628,38.344803006198106,SEA
2019,5,32.155660377358494,27.77128900000167,SEA
2021,8,31.269083969465647,20.274745947335834,SEA
2024,12,35.36159600997506,54.8794257381612,SEA
2021,6,33.35728952772074,37.9317947148318,SEA
2021,5,33.69747899159664,40.80830365337919,SEA
2023,8,30.407960199004975,12.993420433300065,SEA
2023,9,32.472306143001006,30.448721642525058,SEA
2019,3,31.336978131212724,20.848832401735528,SEA
2021,10,34.63921901528013,48.77128864724011,SEA
2024,3,32.563131313131315,31.21670372741474,SEA
2023,7,31.317427385892117,20.683518952490942,SEA
2024,5,33.753202391118705,41.279478906678456,SEA
2022,2,33.759791122715406,41.335190641885255,SEA
2019,8,31.666666666666668,23.636549600160627,SEA
2022,7,30.284384694932783,11.948514344795127,SEA
2021,11,40.697767145135565,100.0,SEA
2023,6,33.38007736943907,38.12447978404636,SEA
2019,6,33.65384615384615,40.4393614575408,SEA
2021,9,33.32221163012393,37.63518974408094,SEA
2019,1,32.8644382544104,33.76443727554084,SEA
2024,9,30.579216354344123,14.441495444212283,SEA
2024,10,32.33890214797136,29.32070968187041,SEA
2022,11,35.03930131004367,52.154227918580034,SEA
2019,2,38.1447963800905,78.41307857735066,SEA
2022,3,31.689967105263158,23.83356898791958,SEA
2024,2,33.251833740831295,37.040101861817135,SEA
2023,3,32.96917497733454,34.65005000514421,SEA
2021,12,39.04094827586207,85.99058820717116,SEA
2021,7,31.067527308838134,18.570461724911166,SEA
2023,2,34.929378531073446,51.22476392914513,SEA
2023,11,33.76369327073552,41.3681856780381,SEA
2023,4,33.455882352941174,38.76545705049626,SEA
2023,5,31.751684311838307,24.35542552736948,SEA
2021,3,30.214634146341464,11.358731009927634,SEA
2021,2,39.4625550660793,89.55553018625176,SEA
2024,1,35.55470543228768,56.512283420086995,SEA
2019,4,34.22263109475621,45.24878426563742,SEA
2024,11,33.158112582781456,36.247632436721375,SEA
2019,9,33.051162790697674,35.34330686061532,SEA
2022,1,38.835904628330994,84.2568193884794,SEA
2023,10,33.075892857142854,35.552414621831524,SEA
2024,6,33.783068783068785,41.53201742573707,SEA
2022,5,33.42034203420342,38.46494202759344,SEA
2021,1,33.148305084745765,36.164704072500356,SEA
2019,12,34.99183673469388,51.75288604954484,SEA
2022,6,33.163167938931295,36.29037854939303,SEA
2022,9,29.785340314136125,7.72879041290671,SEA
2024,4,34.4647758462946,47.29626549649824,SEA
2023,12,37.38862234407128,72.01916693492481,SEA
2019,7,29.866284622731616,8.413223800545092,SEA
2019,11,36.41162029459902,63.758020054399225,SEA
2024,8,32.69432314410481,32.32601049476751,SEA
2022,4,33.94398530762167,42.89266456619412,SEA
2021,4,31.077720207253886,18.656648883880067,SEA
2022,12,37.96805349182764,76.9186099006304,SEA
2023,1,31.917748917748916,25.759602828558535,SEA
2022,8,30.19657258064516,11.206009480643205,SEA
2015,2,30.756704980842912,15.94226979153454,SEA
2017,3,37.35580828594639,71.74170410456303,SEA
2017,8,29.64994775339603,6.583963919033368,SEA
2020,6,33.084479371316306,35.62501882447052,SEA
2018,10,34.04246461282265,43.72536702101171,SEA
2017,10,32.41768579492004,29.986873360419576,SEA
2016,7,30.182625863770976,11.088081502231113,SEA
2015,12,36.760504201680675,66.70804580123368,SEA
2016,11,34.224841341795106,45.267473249391784,SEA
2020,11,34.99573742540495,51.785868763262854,SEA
2020,3,32.43024302430243,30.093052376519275,SEA
2018,1,37.774979009235935,75.28604765530746,SEA
2018,3,32.5444340505145,31.05860699381553,SEA
2020,9,35.50259067357513,56.07162142086178,SEA
2016,5,32.64705882352941,31.92636190171442,SEA
2018,8,34.46393762183236,47.28917779857051,SEA
2016,2,33.281544256120526,37.29132234884992,SEA
2017,7,30.350515463917525,12.50769024028087,SEA
2015,4,31.45242914979757,21.82504102130893,SEA
2015,8,31.995049504950494,26.413226334433524,SEA
2016,9,31.408518877057116,21.45375294379796,SEA
2020,12,36.3768115942029,63.46369130979947,SEA
2018,5,29.889635316698655,8.610668128044825,SEA
2015,11,35.5865224625624,56.78131577323665,SEA
2016,10,35.41213768115942,55.30678632503692,SEA
2015,9,29.83284169124877,8.130443463242447,SEA
2017,12,37.16744913928012,70.14901289399596,SEA
2020,4,32.069138276553105,27.039691984876622,SEA
2017,9,29.119754350051178,2.1008560458375176,SEA
2015,10,32.6001705029838,31.52989261772704,SEA
2016,6,32.73319959879639,32.654734577357445,SEA
2016,12,35.58679706601467,56.783637712534855,SEA
2016,1,32.277628032345014,28.802599746034574,SEA
2020,1,38.57495881383855,82.05036372900058,SEA
2016,4,29.40721649484536,4.531523414466293,SEA
2017,4,34.25870646766169,45.5538234971343,SEA
2015,3,31.47605083088954,22.02477670985852,SEA
2020,8,30.051072522982636,9.975717949397879,SEA
2018,9,32.266734279918865,28.710486439904752,SEA
2015,7,28.87129724208376,0.0,SEA
2018,7,31.699380165289256,23.913162138735185,SEA
2020,7,31.742349457058243,24.2764936495007,SEA
2020,2,34.17200365965233,44.820698492630775,SEA
2015,6,30.55793991416309,14.26159019475536,SEA
2020,10,33.798617113223855,41.66348801909695,SEA
2018,12,35.25067144136079,53.94149100764919,SEA
2018,11,33.67312552653749,40.60238028606173,SEA
2018,6,30.525540275049117,13.98763152932459,SEA
2017,2,36.95807314897413,68.37861148070556,SEA
2016,8,31.30869130869131,20.609650103439428,SEA
2017,11,38.530207394048695,81.67196324130894,SEA
2017,5,32.32192414431082,29.17715032899742,SEA
2015,1,33.111361926260344,35.852327185836245,SEA
2015,5,29.355149181905677,4.091262598123725,SEA
2018,2,36.499552372426145,64.50153928328118,SEA
2020,5,31.9189453125,25.769719074242087,SEA
2017,6,34.34249263984298,46.26228657079985,SEA
2017,1,31.761036468330133,24.43450370174011,SEA
2018,4,37.07174887892376,69.33980895452065,SEA
2016,3,33.768382352941174,41.40783472161653,SEA
2024,7,29.310480693459418,48.09344652832121,CLT
2019,10,30.544925124792012,56.17004402695692,CLT
2020,6,28.52493660185968,42.953868525256674,CLT
2019,5,30.14667817083693,53.564434353072535,CLT
2018,10,29.5273851590106,49.51258700921142,CLT
2021,8,25.064766839378237,20.315021656836585,CLT
2024,12,31.415174765558397,61.8638248836739,CLT
2021,6,30.488556338028168,55.80124006087922,CLT
2019,3,34.6124031007752,82.78232531945562,CLT
2021,5,28.77459749552773,44.58732443313403,CLT
2021,10,27.438488576449913,35.84556686201394,CLT
2020,11,29.2039586919105,47.39650520846697,CLT
2020,3,32.79696714406066,70.90447554771208,CLT
2024,3,36.501663893510816,95.1431887213076,CLT
2018,1,29.54341987466428,49.617497316271624,CLT
2018,3,34.86159169550173,84.412691117845,CLT
2020,9,32.368197278911566,68.09916367424428,CLT
2024,5,30.0531914893617,52.95277919987662,CLT
2018,8,27.311165845648603,35.01253264596645,CLT
2019,8,25.112994350282484,20.630559711080295,CLT
2021,11,27.71580989330747,37.65999657403605,CLT
2019,6,30.23017902813299,54.110755271255364,CLT
2021,9,25.976597659765975,26.28085562732363,CLT
2019,1,31.564569536423843,62.841269799018185,CLT
2024,9,33.238297872340425,73.79196935919744,CLT
2024,10,21.95977549111319,0.0,CLT
2019,2,36.581455805892546,95.66524313185562,CLT
2024,2,28.969578017664375,45.86302316642698,CLT
2020,12,27.811433447098977,38.28563263813124,CLT
2018,5,32.20059880239521,67.00261740464356,CLT
2021,12,30.192629815745395,53.86508210270454,CLT
2021,7,27.871591908531222,38.679231302269514,CLT
2020,4,32.64342453662842,69.89989258905877,CLT
2021,3,33.329081632653065,74.38594011466215,CLT
2021,2,37.243989314336595,100.0,CLT
2024,1,34.87469684721099,84.49843417182758,CLT
2020,1,33.31882911392405,74.31886097766764,CLT
2019,4,32.44897959183673,68.62769797675725,CLT
2024,11,29.36692506459948,48.462745020169706,CLT
2020,8,24.857369255150555,18.958081832345552,CLT
2019,9,24.2390243902439,14.912437927736491,CLT
2018,9,32.001689189189186,65.70121181383851,CLT
2024,6,27.970946579194003,39.329278938424785,CLT
2021,1,32.423878205128204,68.46346717628005,CLT
2019,12,33.36134453781513,74.59702656984534,CLT
2018,7,28.4765625,42.63737137061613,CLT
2020,7,25.224957555178268,21.363101182893928,CLT
2020,2,33.50042480883602,75.50698682445504,CLT
2020,10,27.07563025210084,33.471494315359735,CLT
2018,12,35.053104575163395,85.66570211256605,CLT
2018,11,33.903361344537814,78.14327901692329,CLT
2018,6,27.235510579576818,34.51754306425286,CLT
2019,7,25.55701754385965,23.535669510725345,CLT
2024,4,29.497630331753555,49.3179101511068,CLT
2018,2,33.54779411764706,75.8169099213111,CLT
2019,11,29.028284671532848,46.247123091666644,CLT
2020,5,32.299528301886795,67.64988327409421,CLT
2024,8,30.234842015371477,54.14126378999514,CLT
2021,4,28.45204178537512,42.47693973240113,CLT
2018,4,34.11632100991885,79.53660986039432,CLT
2022,10,29.350766456266907,48.357024120688294,CLT
2015,2,31.087962962962962,59.72297677476915,CLT
2017,3,32.956366874443454,71.94737989481429,CLT
2017,8,28.16593886462882,40.605054635428836,CLT
2017,10,28.29310344827586,41.437054142356835,CLT
2015,12,34.41740412979351,81.50650588093536,CLT
2016,7,26.072679509632223,26.909490184373976,CLT
2016,11,25.42016806722689,22.64030467079601,CLT
2023,8,28.25531914893617,41.18984287080108,CLT
2023,9,22.25405921680993,1.92540963572228,CLT
2023,7,26.528998242530754,29.89504598839697,CLT
2016,5,30.81841432225064,57.959401337851624,CLT
2022,2,33.498647430117224,75.49535797170961,CLT
2022,7,29.30974978429681,48.088664410175895,CLT
2023,6,30.663486556808326,56.945755708222244,CLT
2016,2,32.6704014939309,70.07639468209734,CLT
2017,7,28.604255319148937,43.47282696307137,CLT
2022,11,32.278260869565216,67.51073688051741,CLT
2015,4,32.19543147208122,66.96880912131437,CLT
2015,8,27.42782152230971,35.77577554488387,CLT
2016,9,29.787610619469028,51.215163690408026,CLT
2022,3,34.050580431177444,79.10648908675324,CLT
2023,3,33.54260089686099,75.78293224443394,CLT
2015,11,31.15923009623797,60.18925612743512,CLT
2016,10,26.978584729981378,32.836554741483795,CLT
2015,9,29.897435897435898,51.93371735131008,CLT
2023,2,31.24634858812074,60.75924613732623,CLT
2023,11,26.25,28.06964465760144,CLT
2017,12,28.634380453752183,43.66992663042536,CLT
2017,9,28.7756052141527,44.59391763208183,CLT
2023,4,32.38500851788756,68.20915453913557,CLT
2023,5,34.05358686257563,79.12615926039093,CLT
2015,10,27.580213903743317,36.77283292183614,CLT
2016,6,29.05109489051095,46.396363472898706,CLT
2016,12,29.561181434599156,49.73370584449758,CLT
2016,1,29.947552447552447,52.26161481922171,CLT
2016,4,31.53377110694184,62.63976496639665,CLT
2017,4,32.76362038664323,70.68629777420594,CLT
2015,3,31.567725752508363,62.86191996867051,CLT
2023,10,25.393364928909953,22.464939822940963,CLT
2022,1,31.668056713928273,63.51835518071566,CLT
2022,5,31.000889679715304,59.153282551338734,CLT
2015,7,26.570247933884296,30.16493027443637,CLT
2015,6,28.14663023679417,40.47872410866459,CLT
2022,6,26.930091185410333,32.519276109217074,CLT
2017,2,29.918116683725692,52.069025496884244,CLT
2016,8,29.142491467576793,46.994343703500896,CLT
2017,11,25.73038773669973,24.669978378981646,CLT
2017,5,31.244979919678716,60.75029135261926,CLT
2015,1,28.4206008583691,42.271231232312964,CLT
2022,9,30.172253258845437,53.73176443824609,CLT
2015,5,27.992599444958373,39.47094710673756,CLT
2023,12,30.552742616033754,56.22119151371783,CLT
2017,6,28.76414273281114,44.51892207474316,CLT
2022,4,31.083489681050658,59.693709440747,CLT
2017,1,34.858333333333334,84.39137263718199,CLT
2022,12,31.616033755274263,63.177984656881684,CLT
2023,1,32.68261964735516,70.15633437389681,CLT
2022,8,25.799273387829246,25.120676412431354,CLT
2016,3,30.366300366300365,55.00135612087542,CLT
2024,7,27.213608957795003,40.161201414377715,AUS
2015,2,31.037260825780464,60.13413180252039,AUS
2017,3,32.89956331877729,69.86191020350938,AUS
2017,8,33.34910122989593,72.2100814585285,AUS
2018,10,32.09982788296041,65.68447440653212,AUS
2017,10,25.042816365366317,28.8220181328942,AUS
2016,7,31.422727272727272,62.147624342543274,AUS
2015,12,26.826568265682656,38.13948576979648,AUS
2024,12,30.690653432588917,58.32362039216083,AUS
2016,11,29.207207207207208,50.574806112760385,AUS
2024,3,31.543704891740177,62.77955362023169,AUS
2018,1,26.785714285714285,37.92608409878693,AUS
2018,3,33.40723981900452,72.51376966896765,AUS
2016,5,34.59426229508197,78.71420791554542,AUS
2024,5,34.01107594936709,75.6679210964435,AUS
2018,8,30.132517838939858,55.408186732409106,AUS
2016,2,30.44891640866873,57.060901683007394,AUS
2017,7,30.223084384093113,55.88126309089924,AUS
2024,9,27.891061452513966,43.69988955478738,AUS
2024,10,22.263610315186245,14.304773652737826,AUS
2015,4,34.17015926236379,76.49889631231015,AUS
2015,8,27.102803738317757,39.582407891413,AUS
2016,9,24.260496183206108,24.735551299877496,AUS
2024,2,29.719750889679716,53.25208941269093,AUS
2018,5,30.666066606660667,58.195190561285806,AUS
2015,11,29.64775846294602,52.87603537396821,AUS
2016,10,22.959558823529413,17.94007613078306,AUS
2015,9,23.320425943852857,19.825073542272577,AUS
2017,12,32.015610651974285,65.24456383150002,AUS
2017,9,27.089136490250695,39.511016717826706,AUS
2015,10,29.535783365570598,52.29113096784007,AUS
2016,6,27.85171102661597,43.4943417318318,AUS
2024,1,33.30329153605015,71.97079350610154,AUS
2016,12,32.398305084745765,67.24357669396063,AUS
2016,1,27.087426326129666,39.502083637588,AUS
2016,4,33.42082616179002,72.5847382320202,AUS
2017,4,31.732142857142858,63.76386351438895,AUS
2024,11,23.98764258555133,23.31029447727236,AUS
2015,3,36.11440677966102,86.65471636628281,AUS
2018,9,27.00865800865801,39.09063558322279,AUS
2024,6,28.3920704845815,46.316921352346846,AUS
2015,7,31.024702653247942,60.068533909601726,AUS
2018,7,31.78466076696165,64.03819198182188,AUS
2015,6,27.549460431654676,41.9155290414084,AUS
2018,12,31.444026340545626,62.25888049596826,AUS
2018,11,29.83887210473313,53.87432172309903,AUS
2018,6,33.30935251798561,72.00245317974866,AUS
2016,8,30.3087986463621,56.32899344205995,AUS
2017,2,31.77145708582834,63.96922226040167,AUS
2017,11,26.946564885496183,38.76629077639629,AUS
2015,1,36.08385370205174,86.49512168734697,AUS
2017,5,31.51921358355675,62.6516227284165,AUS
2024,4,32.324918566775246,66.86024058872427,AUS
2015,5,35.914861837191935,85.61238893092957,AUS
2018,2,38.66925064599483,100.0,AUS
2024,8,25.165622202327665,29.46349714760871,AUS
2017,6,28.99624765478424,49.47285420899631,AUS
2017,1,35.035618878005344,81.0196438211739,AUS
2018,4,29.90963855421687,54.2439718424493,AUS
2016,3,34.54051796157059,78.4334731967371,AUS
2022,10,24.176891615541923,24.298840985303983,AUS
2019,10,26.429970617042116,36.067849150699146,AUS
2020,6,27.872444011684518,43.60264093945049,AUS
2019,5,32.15443686006826,65.96972561035507,AUS
2021,8,24.11297852474323,23.964989537137,AUS
2021,6,27.592945662535747,42.142675109954,AUS
2021,5,34.22818791946309,76.8020102904591,AUS
2019,3,32.88909599254427,69.80723389263692,AUS
2023,8,31.828358208955223,64.26644653982308,AUS
2023,9,28.57371794871795,47.26576091244294,AUS
2021,10,24.6240234375,26.634443980196203,AUS
2020,11,22.977799227799228,18.035355287283394,AUS
2020,3,32.653490328006725,68.57654247528782,AUS
2023,7,33.20473251028807,71.45596824777947,AUS
2020,9,31.01284584980237,60.00659963367377,AUS
2022,2,30.005197505197504,54.74312614357184,AUS
2019,8,29.141315014720313,50.23061678300421,AUS
2022,7,33.318042813455655,72.0478471309943,AUS
2021,11,25.25940996948118,29.953399630703597,AUS
2023,6,31.089613034623216,60.40759472722769,AUS
2019,6,28.20477502295684,45.3385793520289,AUS
2021,9,22.63736263736264,16.2570772020588,AUS
2019,1,28.752327746741155,48.19873315618365,AUS
2022,11,30.108597285067873,55.28323718840611,AUS
2019,2,35.85296889726673,85.28908978568208,AUS
2022,3,29.09680638722555,49.99812497953543,AUS
2020,12,24.722492697176243,27.14880034337676,AUS
2023,3,32.28191000918274,66.63558443367995,AUS
2021,12,30.80395528804815,58.9154551485836,AUS
2021,7,26.735042735042736,37.66140012933464,AUS
2023,2,32.48248248248248,67.68327919913045,AUS
2023,11,29.347826086956523,51.30933195179066,AUS
2020,4,30.527566539923953,57.471732389048235,AUS
2023,4,30.9683426443203,59.77413615220861,AUS
2023,5,26.14852398523985,34.59770642352522,AUS
2021,3,30.92540132200189,59.54983120211067,AUS
2021,2,34.89572989076465,80.28893059186042,AUS
2020,1,28.327433628318584,45.97928929921546,AUS
2019,4,34.12328767123287,76.25406151584828,AUS
2019,9,27.130738522954093,39.728325858898685,AUS
2020,8,29.03765690376569,49.68915634001837,AUS
2023,10,30.553470919324578,57.60704448972578,AUS
2022,1,26.057312252964426,34.12125991578422,AUS
2022,5,33.00452488687783,70.41017928382367,AUS
2021,1,29.814453125,53.746768640549114,AUS
2019,12,24.26456542502388,24.75680707481855,AUS
2020,7,30.317613089509145,56.37503588145152,AUS
2020,2,29.989909182643792,54.66326725142912,AUS
2020,10,24.65753424657534,26.809488435083978,AUS
2022,6,31.233974358974358,61.161669308689135,AUS
2022,9,19.525080042689435,0.0,AUS
2019,7,29.12621359223301,50.151734167506135,AUS
2023,12,26.27906976744186,35.279615213971695,AUS
2019,11,27.037037037037038,39.23887406775723,AUS
2020,5,30.54307116104869,57.55272112157688,AUS
2022,4,31.3531669865643,61.78427464406659,AUS
2021,4,33.2509328358209,71.69729667349279,AUS
2022,12,29.760397830018082,53.46440960759845,AUS
2023,1,28.183139534883722,45.2255658999372,AUS
2022,8,27.406876790830946,41.170740229303306,AUS
2024,7,28.374125874125873,30.06453968357869,IAH
2017,3,33.745535714285715,57.754593452001025,IAH
2017,8,38.06890299184044,80.04190273178696,IAH
2018,10,33.88783269961977,58.48814596283813,IAH
2017,10,26.387487386478305,19.823257007643207,IAH
2021,8,26.651186790505676,21.18264884209714,IAH
2016,7,26.716188524590162,21.51773805803873,IAH
2024,12,36.02329450915141,69.49662494432354,IAH
2021,6,31.45254074784276,45.934018258349866,IAH
2016,11,29.464469618949536,35.68535020049351,IAH
2021,5,34.72344161545215,62.79577775733981,IAH
2021,10,26.269685039370078,19.215976345295513,IAH
2024,3,32.361477572559366,50.61966137579124,IAH
2018,1,34.419263456090654,61.227714653138285,IAH
2018,3,31.892023346303503,48.19958672990439,IAH
2016,5,32.08256029684601,49.18182017743374,IAH
2024,5,35.82868525896414,68.49339846154272,IAH
2018,8,25.938144329896907,17.506857074020584,IAH
2021,11,27.570828961175238,25.92347888696875,IAH
2016,2,28.3207343412527,29.789301997378843,IAH
2017,7,26.907692307692308,22.504955605898925,IAH
2021,9,28.705763397371083,31.774158037707668,IAH
2024,9,28.76647834274953,32.08714850987502,IAH
2024,10,26.939736346516007,22.670145227318546,IAH
2016,9,25.985477178423235,17.7508617505782,IAH
2024,2,29.346153846153847,35.07542278704788,IAH
2018,5,28.617764471057885,31.320516428952043,IAH
2021,12,30.972354623450904,43.45861980637377,IAH
2021,7,26.15609756097561,18.630423673323506,IAH
2016,10,25.37902388369678,14.624545785361764,IAH
2017,12,31.65289256198347,46.96684812448276,IAH
2017,9,25.03804347826087,12.866764115099597,IAH
2021,3,31.27609108159393,45.02440590493746,IAH
2016,6,27.822349570200572,27.220088044532233,IAH
2021,2,36.44050104384134,71.64735849880455,IAH
2024,1,35.30569514237856,65.79734195504884,IAH
2016,12,32.63701707097933,52.040089857998794,IAH
2016,1,29.463753723932474,35.681659703565344,IAH
2016,4,29.80129390018484,37.42170671311409,IAH
2017,4,32.43188698284561,50.98262760153934,IAH
2024,11,31.794871794871796,47.698762595667496,IAH
2018,9,30.624426078971535,41.66501991530383,IAH
2024,6,30.18139534883721,39.381160536940364,IAH
